ticket_id,user_id,ticket_date,issue_type,resolution_time_hours
1239,2296,2025-01-07,Late Delivery,12.59
1240,983,2024-10-09,Wrong Item,37.08
1241,3558,2024-09-07,Wrong Item,24.42
1242,3883,2024-07-16,App Crash,31.06
1243,3182,2024-05-10,Payment Failed,10.75
1244,1905,2024-02-18,App Crash,27.88
1245,3933,2024-04-05,Payment Failed,4.06
1246,483,2024-07-30,Wrong Item,4.55
1247,3312,2024-02-20,App Crash,17.64
1248,3479,2024-04-21,Refund Issue,35.98
1249,1266,2024-12-08,Late Delivery,15.73
1250,1760,2024-10-18,Wrong Item,23.36
1251,4294,2024-07-05,Late Delivery,39.08
1252,567,2024-07-04,Wrong Item,56.46
1253,1638,2024-09-07,Refund Issue,58.73
1254,732,2024-05-08,Late Delivery,32.33
1255,3047,2024-06-13,Refund Issue,28.19
1256,3214,2024-10-05,App Crash,48.24
1257,4917,2024-07-22,Late Delivery,54.72
1258,3022,2024-03-01,Refund Issue,4.28
1259,618,2024-09-15,App Crash,48.78
1260,1920,2025-01-16,Payment Failed,3.12
1261,2201,2024-01-07,Wrong Item,9.59
1262,1884,2024-12-18,Wrong Item,46.64
1263,311,2024-06-14,App Crash,44.81
1264,3421,2024-09-15,App Crash,18.54
1265,2852,2024-04-12,Wrong Item,38.66
1266,77,2024-10-22,App Crash,4.58
1267,2673,2024-05-05,Late Delivery,63.55
1268,1891,2024-06-08,App Crash,59.25
1269,755,2024-01-19,Late Delivery,33.85
1270,4202,2024-09-22,Payment Failed,45.02
1271,2144,2024-04-22,Wrong Item,43.54
1272,3676,2024-07-07,Refund Issue,53.53
1273,3989,2024-05-18,Payment Failed,40.08
1274,1760,2024-11-20,Late Delivery,34.15
1275,4933,2024-05-22,App Crash,65.5
1276,3693,2024-03-13,Late Delivery,27.06
1277,1612,2024-12-11,Refund Issue,16.13
1278,3367,2024-11-23,Late Delivery,36.99
1279,534,2024-08-30,Refund Issue,28.54
1280,2586,2024-09-20,Late Delivery,47.6
1281,2225,2024-09-28,Refund Issue,41.01
1282,709,2024-06-29,Late Delivery,49.06
1283,4929,2024-10-16,Wrong Item,5.81
1284,2930,2024-10-06,Payment Failed,67.08
1285,2259,2024-09-18,Late Delivery,42.58
1286,4504,2024-03-04,Wrong Item,23.54
1287,4021,2024-10-28,Refund Issue,18.74
1288,1025,2024-03-29,App Crash,64.07
1289,2677,2024-01-08,Wrong Item,18.17
1290,3942,2024-08-09,Refund Issue,28.57
1291,1873,2024-11-09,Payment Failed,24.63
1292,3400,2024-07-15,App Crash,24.57
1293,1030,2024-07-09,Wrong Item,8.39
1294,3091,2024-07-14,Payment Failed,40.13
1295,1083,2024-11-09,Payment Failed,19.88
1296,2271,2024-04-10,Payment Failed,55.41
1297,4319,2024-04-01,Refund Issue,28.8
1298,3775,2024-07-08,Wrong Item,40.23
1299,2408,2024-12-06,Refund Issue,62.01
1300,3885,2024-11-02,Late Delivery,41.95
1301,114,2024-07-31,App Crash,15.07
1302,1185,2024-03-13,App Crash,59.5
1303,3347,2024-08-22,App Crash,3.36
1304,1811,2024-08-11,Payment Failed,33.7
1305,1537,2024-12-18,Payment Failed,63.74
1306,283,2024-03-24,Refund Issue,29.11
1307,2257,2024-03-12,Wrong Item,32.37
1308,3217,2024-05-02,Payment Failed,17.81
1309,1518,2024-07-31,Wrong Item,28.92
1310,619,2024-10-02,Payment Failed,46.56
1311,844,2024-04-30,App Crash,8.05
1312,1985,2024-02-12,Wrong Item,55.65
1313,3930,2024-03-30,Wrong Item,11.38
1314,828,2024-08-28,App Crash,53.71
1315,1363,2024-06-23,App Crash,63.31
1316,1621,2024-04-28,Refund Issue,43.67
1317,1250,2024-05-10,Late Delivery,41.53
1318,106,2024-03-03,App Crash,37.66
1319,3501,2024-09-29,Late Delivery,17.4
1320,4289,2024-04-15,Late Delivery,68.82
1321,549,2024-11-09,App Crash,52.21
1322,2643,2025-01-13,Refund Issue,22.92
1323,2323,2024-11-06,Refund Issue,50.0
1324,724,2024-12-26,Payment Failed,32.55
1325,2953,2025-01-20,Refund Issue,56.52
1326,2825,2024-06-25,App Crash,46.04
1327,1679,2024-06-22,Refund Issue,71.57
1328,2448,2024-11-21,Refund Issue,45.34
1329,3600,2024-08-28,Refund Issue,7.53
1330,3687,2024-10-14,Late Delivery,41.13
1331,2021,2025-01-18,Refund Issue,36.26
1332,4788,2024-01-17,Late Delivery,29.89
1333,3334,2024-03-23,Payment Failed,34.09
1334,1221,2024-03-09,Payment Failed,3.37
1335,564,2024-09-20,Wrong Item,33.45
1336,1478,2024-01-10,Payment Failed,35.7
1337,2122,2024-02-15,Wrong Item,20.54
1338,2679,2024-08-20,Wrong Item,15.28
1339,2825,2024-09-11,Late Delivery,71.3
1340,3793,2024-02-11,Late Delivery,12.56
1341,2757,2024-12-13,Late Delivery,35.42
1342,2747,2024-01-14,Late Delivery,14.35
1343,1529,2024-08-03,Wrong Item,45.38
1344,2391,2024-03-07,Refund Issue,48.66
1345,1537,2024-10-15,Late Delivery,51.56
1346,4249,2024-05-31,Wrong Item,54.77
1347,803,2024-07-04,Refund Issue,33.48
1348,1573,2024-01-10,Refund Issue,64.93
1349,2946,2024-03-09,Refund Issue,6.36
1350,3870,2025-01-18,App Crash,21.04
1351,3591,2024-07-16,Payment Failed,63.06
1352,4921,2024-12-04,Late Delivery,18.26
1353,173,2025-01-23,Payment Failed,23.94
1354,3430,2024-10-19,App Crash,45.06
1355,503,2024-05-26,App Crash,55.76
1356,1668,2024-05-16,Payment Failed,48.41
1357,3543,2024-08-20,Payment Failed,41.77
1358,122,2024-04-24,Wrong Item,61.27
1359,3979,2024-07-05,Payment Failed,30.96
1360,2973,2024-12-07,Wrong Item,23.76
1361,783,2024-04-19,Refund Issue,27.13
1362,4562,2024-05-22,App Crash,7.03
1363,3321,2024-02-18,App Crash,21.39
1364,536,2024-11-24,Late Delivery,68.59
1365,1005,2024-05-24,Late Delivery,5.61
1366,4888,2024-12-22,App Crash,51.56
1367,1471,2024-05-06,Refund Issue,45.02
1368,117,2024-11-14,App Crash,67.83
1369,2062,2024-02-07,Wrong Item,22.6
1370,34,2024-01-16,App Crash,16.82
1371,2533,2025-01-15,Wrong Item,51.05
1372,1683,2024-04-21,Wrong Item,44.05
1373,1800,2024-04-05,Wrong Item,68.92
1374,3022,2024-05-02,Wrong Item,67.33
1375,1109,2025-01-11,Late Delivery,34.22
1376,558,2024-12-24,Wrong Item,1.11
1377,2040,2024-03-04,Payment Failed,30.85
1378,3138,2024-09-27,Payment Failed,47.72
1379,3150,2024-08-08,App Crash,58.5
1380,416,2024-12-05,Payment Failed,12.05
1381,2663,2025-01-18,Wrong Item,32.15
1382,2834,2024-08-06,Payment Failed,59.06
1383,4060,2024-08-27,Payment Failed,14.39
1384,3520,2024-10-20,Refund Issue,38.38
1385,4613,2024-11-22,Refund Issue,15.15
1386,2292,2024-01-26,Refund Issue,5.9
1387,1174,2024-08-05,Late Delivery,14.31
1388,1699,2024-08-04,Late Delivery,38.04
1389,4427,2024-11-23,Refund Issue,38.66
1390,1900,2024-09-06,Late Delivery,32.97
1391,4070,2025-01-16,App Crash,25.82
1392,980,2024-05-11,App Crash,17.89
1393,2480,2024-08-28,Wrong Item,1.64
1394,4607,2024-09-03,App Crash,1.29
1395,1015,2024-11-26,Refund Issue,31.33
1396,1157,2024-11-20,Refund Issue,39.58
1397,151,2024-03-10,Wrong Item,41.33
1398,1925,2025-01-19,App Crash,49.85
1399,1502,2024-01-27,Payment Failed,42.11
1400,994,2024-12-30,Wrong Item,45.54
1401,2788,2024-02-19,Payment Failed,58.23
1402,1382,2024-02-10,Late Delivery,41.89
1403,4628,2024-12-04,Refund Issue,54.06
1404,4588,2024-02-01,Payment Failed,25.83
1405,4918,2024-05-31,Late Delivery,61.64
1406,4977,2024-01-01,Payment Failed,25.24
1407,4633,2024-10-09,Wrong Item,1.35
1408,1601,2024-04-27,Payment Failed,40.42
1409,2138,2024-09-17,Payment Failed,60.15
1410,3061,2024-05-08,Payment Failed,41.3
1411,3666,2024-05-06,Refund Issue,38.85
1412,161,2025-01-14,Refund Issue,52.36
1413,4962,2024-08-27,App Crash,22.73
1414,4724,2024-10-12,Refund Issue,40.63
1415,4360,2024-03-29,Late Delivery,13.76
1416,2122,2024-07-20,Late Delivery,38.65
1417,4393,2024-01-10,Wrong Item,16.87
1418,3787,2024-02-13,Payment Failed,7.08
1419,2308,2024-11-24,Wrong Item,6.38
1420,4962,2024-10-06,App Crash,18.17
1421,4137,2024-08-16,App Crash,67.17
1422,3492,2024-08-28,Payment Failed,52.93
1423,1789,2024-12-30,Payment Failed,9.41
1424,1106,2024-08-31,Late Delivery,51.18
1425,1163,2024-11-13,Wrong Item,61.22
1426,4990,2025-01-20,App Crash,58.67
1427,348,2024-06-26,Wrong Item,23.43
1428,285,2024-11-25,Payment Failed,45.04
1429,1771,2024-04-23,Late Delivery,19.53
1430,3007,2024-04-06,App Crash,66.75
1431,4545,2025-01-17,Payment Failed,29.22
1432,585,2024-05-24,Payment Failed,49.21
1433,516,2024-03-13,Payment Failed,8.5
1434,1243,2024-03-09,Refund Issue,69.02
1435,2179,2024-06-15,Late Delivery,45.35
1436,3062,2024-04-18,App Crash,21.7
1437,3642,2024-10-29,Payment Failed,23.15
1438,2141,2024-04-25,Wrong Item,22.47
1439,3509,2024-11-11,Payment Failed,13.59
1440,4896,2024-03-07,App Crash,47.65
1441,1325,2024-03-09,Refund Issue,10.53
1442,1819,2024-05-15,Refund Issue,68.31
1443,514,2024-03-06,App Crash,11.19
1444,2025,2024-07-03,Wrong Item,47.33
1445,4199,2025-01-26,App Crash,28.23
1446,2051,2024-09-09,Payment Failed,67.6
1447,1305,2024-09-01,Refund Issue,55.4
1448,1417,2024-08-18,Refund Issue,71.77
1449,945,2025-01-29,Refund Issue,8.26
1450,4791,2024-04-02,Wrong Item,45.37
1451,2417,2024-08-21,App Crash,69.41
1452,2058,2024-08-21,Wrong Item,46.84
1453,2800,2024-05-09,Refund Issue,20.68
1454,1449,2024-07-04,Wrong Item,53.43
1455,4269,2024-08-16,Refund Issue,28.55
1456,2861,2024-12-11,Wrong Item,11.69
1457,3100,2024-06-22,Wrong Item,27.33
1458,2562,2024-01-25,Wrong Item,35.59
1459,3759,2024-03-25,App Crash,11.23
1460,1719,2024-02-24,Wrong Item,52.61
1461,1008,2024-12-03,Payment Failed,45.57
1462,83,2024-09-23,App Crash,41.18
1463,2896,2024-09-26,Refund Issue,15.72
1464,4917,2024-06-25,Refund Issue,55.86
1465,1164,2024-04-05,Wrong Item,71.61
1466,3453,2024-02-17,Late Delivery,19.98
1467,1938,2024-02-21,Late Delivery,5.61
1468,3579,2024-05-24,Refund Issue,33.66
1469,3024,2024-09-26,Late Delivery,67.25
1470,2347,2024-06-07,Payment Failed,69.97
1471,4130,2024-08-09,Refund Issue,58.87
1472,1727,2024-01-18,Wrong Item,51.18
1473,2094,2024-04-26,Payment Failed,64.13
1474,1064,2024-12-30,Refund Issue,41.33
1475,3942,2024-07-12,Late Delivery,41.85
1476,260,2024-04-07,Refund Issue,25.81
1477,3458,2024-09-28,Late Delivery,23.44
1478,2223,2024-04-27,App Crash,60.31
1479,3708,2024-10-25,App Crash,69.09
1480,1460,2024-07-21,Payment Failed,51.52
1481,2831,2024-12-30,Refund Issue,38.0
1482,2908,2025-01-27,App Crash,39.2
1483,228,2024-09-30,Refund Issue,17.01
1484,4365,2024-09-07,Late Delivery,49.87
1485,2167,2024-10-04,Refund Issue,67.65
1486,479,2024-09-15,Refund Issue,9.46
1487,217,2024-06-01,Refund Issue,44.92
1488,183,2024-03-31,Refund Issue,1.49
1489,2672,2024-01-09,App Crash,42.52
1490,4295,2025-01-23,App Crash,23.51
1491,4524,2025-01-18,Late Delivery,67.84
1492,1769,2024-12-07,Wrong Item,4.36
1493,3885,2024-05-26,Payment Failed,20.95
1494,2869,2024-08-24,Refund Issue,50.28
1495,4855,2024-06-18,Wrong Item,4.46
1496,228,2024-12-18,Refund Issue,44.87
1497,654,2024-11-16,App Crash,26.88
1498,3277,2024-12-20,Wrong Item,26.1
1499,4485,2024-10-27,Late Delivery,50.16
1500,3449,2025-01-30,Refund Issue,55.22
1501,4889,2024-10-13,App Crash,31.94
1502,2914,2024-05-06,Wrong Item,48.53
1503,1767,2024-07-07,Wrong Item,5.41
1504,3782,2024-12-05,App Crash,47.93
1505,1179,2024-09-14,Late Delivery,12.27
1506,1247,2024-10-31,Payment Failed,55.84
1507,2314,2024-06-08,Refund Issue,68.38
1508,1524,2024-08-16,Refund Issue,29.62
1509,130,2025-01-20,App Crash,54.44
1510,1882,2024-08-31,Wrong Item,7.74
1511,1164,2024-01-29,Refund Issue,38.54
1512,238,2024-07-15,Payment Failed,18.61
1513,3928,2024-10-22,Refund Issue,1.65
1514,1277,2024-12-25,Late Delivery,33.51
1515,4792,2025-01-04,App Crash,15.32
1516,3283,2024-05-05,Late Delivery,68.11
1517,1015,2024-12-15,Refund Issue,14.38
1518,4479,2024-10-28,Late Delivery,19.21
1519,36,2024-03-31,Late Delivery,63.98
1520,4536,2024-09-26,Wrong Item,27.09
1521,2196,2024-06-23,Wrong Item,62.15
1522,3264,2024-05-03,Wrong Item,12.7
1523,4370,2024-03-07,Refund Issue,48.74
1524,4413,2024-11-26,Wrong Item,61.6
1525,3764,2024-11-23,Refund Issue,55.64
1526,1789,2024-01-28,Late Delivery,61.66
1527,4191,2024-03-17,Payment Failed,8.43
1528,3685,2024-06-11,Wrong Item,47.63
1529,4862,2024-06-07,App Crash,45.45
1530,1543,2024-07-27,Late Delivery,40.96
1531,1436,2024-02-11,Late Delivery,46.54
1532,1157,2024-08-02,App Crash,33.15
1533,1300,2024-12-30,Payment Failed,21.74
1534,4425,2024-12-06,App Crash,71.4
1535,2090,2024-12-26,Late Delivery,71.35
1536,3449,2024-11-26,Payment Failed,8.6
1537,182,2024-08-30,App Crash,11.06
1538,4588,2024-10-30,Late Delivery,42.82
1539,4467,2024-05-28,Wrong Item,56.07
1540,2108,2024-07-29,App Crash,57.55
1541,3282,2025-01-17,Late Delivery,26.2
1542,1360,2024-08-15,Payment Failed,45.29
1543,2914,2024-11-26,Refund Issue,60.3
1544,4503,2024-08-19,Payment Failed,9.63
1545,2218,2024-09-25,App Crash,68.7
1546,2075,2024-12-06,Refund Issue,29.86
1547,24,2024-02-04,Refund Issue,4.59
1548,2905,2024-09-23,Late Delivery,60.09
1549,422,2025-01-24,App Crash,29.57
1550,2007,2024-10-18,Late Delivery,59.53
1551,4571,2024-09-21,App Crash,58.41
1552,1806,2024-08-10,Payment Failed,71.23
1553,1412,2024-04-20,Late Delivery,22.06
1554,312,2025-01-02,Payment Failed,20.74
1555,422,2024-07-31,App Crash,21.57
1556,1822,2025-01-17,Payment Failed,42.18
1557,3726,2024-02-10,Late Delivery,4.17
1558,1710,2024-04-25,Refund Issue,65.02
1559,3137,2024-10-20,App Crash,48.19
1560,2220,2024-06-15,Late Delivery,2.16
1561,2181,2024-11-12,App Crash,62.63
1562,2116,2025-01-02,Payment Failed,70.08
1563,4675,2024-05-28,Refund Issue,29.95
1564,31,2024-11-22,Wrong Item,70.84
1565,3839,2024-06-16,Refund Issue,20.64
1566,3862,2024-10-26,Refund Issue,48.36
1567,3152,2024-03-10,Late Delivery,33.94
1568,2884,2024-12-26,App Crash,3.43
1569,1314,2024-02-03,Refund Issue,22.23
1570,1500,2024-02-28,Wrong Item,23.82
1571,17,2024-12-30,Refund Issue,47.57
1572,1307,2024-10-13,Wrong Item,30.63
1573,967,2024-06-20,App Crash,31.78
1574,2921,2025-01-18,Payment Failed,35.28
1575,2892,2024-08-12,Late Delivery,36.38
1576,3996,2024-03-29,Wrong Item,30.88
1577,4057,2024-04-27,Late Delivery,50.38
1578,3370,2024-11-19,Refund Issue,58.46
1579,754,2024-06-19,Refund Issue,61.84
1580,2258,2024-11-18,Late Delivery,39.78
1581,2699,2024-01-27,Payment Failed,9.13
1582,4705,2024-02-14,App Crash,3.62
1583,2994,2024-11-12,Wrong Item,59.22
1584,3380,2024-05-23,Payment Failed,13.64
1585,4230,2024-08-23,Payment Failed,44.41
1586,2081,2024-04-19,Refund Issue,29.14
1587,4957,2024-09-10,Wrong Item,67.17
1588,1829,2024-09-06,Wrong Item,60.38
1589,1513,2024-10-19,Payment Failed,5.78
1590,1277,2024-08-04,Payment Failed,22.8
1591,2727,2024-03-11,Payment Failed,62.92
1592,2279,2024-07-24,Payment Failed,23.09
1593,1438,2024-12-11,Late Delivery,12.98
1594,642,2024-04-10,Refund Issue,31.77
1595,3431,2024-09-15,Refund Issue,61.86
1596,3369,2024-10-25,App Crash,3.74
1597,2378,2024-07-13,Refund Issue,3.21
1598,4814,2024-06-29,Late Delivery,57.45
1599,4291,2024-05-29,Late Delivery,8.45
1600,4567,2025-01-27,Payment Failed,53.15
1601,4805,2024-10-15,Refund Issue,16.02
1602,3195,2024-11-14,Late Delivery,17.56
1603,4500,2024-09-09,Refund Issue,8.31
1604,4057,2024-12-13,App Crash,2.95
1605,1947,2024-08-25,Refund Issue,42.76
1606,3666,2024-10-18,Payment Failed,33.69
1607,1238,2024-02-13,App Crash,61.66
1608,3815,2024-12-28,App Crash,6.18
1609,97,2024-09-02,App Crash,6.35
1610,3315,2024-10-10,Payment Failed,38.09
1611,3348,2024-11-17,App Crash,7.78
1612,2763,2024-11-19,Wrong Item,19.12
1613,1528,2024-03-19,Payment Failed,35.21
1614,1980,2024-03-10,Late Delivery,33.76
1615,3002,2024-01-11,Refund Issue,21.59
1616,1909,2024-01-23,Payment Failed,12.37
1617,273,2024-10-08,Late Delivery,54.23
1618,3321,2025-01-02,Payment Failed,10.36
1619,458,2024-11-26,Late Delivery,33.85
1620,2154,2024-03-04,Late Delivery,58.44
1621,4878,2024-01-12,Wrong Item,53.8
1622,3453,2024-01-16,App Crash,37.94
1623,212,2024-02-19,Wrong Item,11.23
1624,914,2025-01-15,Payment Failed,63.23
1625,2842,2024-05-10,Refund Issue,62.3
1626,552,2024-04-01,Refund Issue,53.94
1627,2426,2024-09-15,Refund Issue,21.25
1628,687,2024-07-27,App Crash,43.36
1629,1622,2024-12-07,Wrong Item,23.68
1630,2664,2024-08-01,Wrong Item,64.71
1631,1385,2024-11-01,Late Delivery,65.29
1632,4448,2024-01-30,App Crash,50.95
1633,674,2024-07-21,Wrong Item,49.26
1634,3205,2024-04-03,App Crash,68.07
1635,4342,2024-06-12,App Crash,12.75
1636,3224,2024-02-13,Late Delivery,59.15
1637,1547,2024-06-13,App Crash,43.64
1638,4547,2024-09-07,Payment Failed,61.12
1639,4956,2024-06-14,App Crash,24.0
1640,4400,2024-10-27,Wrong Item,28.32
1641,4005,2024-06-23,Late Delivery,53.42
1642,1058,2024-02-25,Refund Issue,34.94
1643,899,2024-05-09,Refund Issue,18.92
1644,2452,2024-10-25,Refund Issue,20.95
1645,2340,2025-01-27,App Crash,31.45
1646,117,2025-01-21,Wrong Item,22.16
1647,4619,2025-01-24,Late Delivery,66.67
1648,2455,2024-01-22,Late Delivery,32.18
1649,1828,2024-10-16,App Crash,34.17
1650,2295,2024-12-24,Late Delivery,65.39
1651,1545,2024-07-22,Late Delivery,56.45
1652,779,2024-08-15,Payment Failed,55.31
1653,4226,2024-02-20,Refund Issue,59.99
1654,783,2024-11-19,Refund Issue,63.31
1655,804,2024-12-23,Refund Issue,6.38
1656,4523,2024-12-09,Wrong Item,9.59
1657,421,2024-01-08,Payment Failed,65.16
1658,2809,2024-12-05,Late Delivery,53.26
1659,4488,2024-09-18,Wrong Item,11.5
1660,3660,2024-01-05,Refund Issue,32.21
1661,3998,2024-01-01,Late Delivery,41.6
1662,832,2024-12-31,App Crash,14.53
1663,4827,2024-05-15,Refund Issue,57.0
1664,4577,2024-11-19,Late Delivery,62.78
1665,421,2024-06-29,Wrong Item,50.4
1666,3032,2024-09-20,Refund Issue,62.15
1667,1228,2024-12-21,App Crash,6.53
1668,3467,2024-09-04,Payment Failed,69.13
1669,2489,2024-04-03,Late Delivery,35.81
1670,4008,2024-05-19,Payment Failed,25.24
1671,966,2024-03-21,Wrong Item,67.19
1672,1736,2024-12-03,Late Delivery,49.7
1673,2784,2024-03-30,Wrong Item,17.01
1674,4357,2024-09-04,Wrong Item,15.43
1675,4580,2024-12-10,Payment Failed,6.92
1676,668,2024-11-24,App Crash,41.82
1677,2287,2024-05-30,Payment Failed,2.64
1678,2088,2025-01-03,App Crash,70.66
1679,2080,2024-12-20,Wrong Item,29.09
1680,4397,2024-10-28,Refund Issue,8.06
1681,2756,2024-07-20,Wrong Item,35.88
1682,3285,2024-08-04,Payment Failed,18.9
1683,3030,2024-06-27,Payment Failed,9.62
1684,3586,2024-12-26,Payment Failed,46.83
1685,2453,2024-12-03,Refund Issue,63.06
1686,390,2024-03-06,App Crash,12.13
1687,112,2024-11-13,Payment Failed,43.87
1688,1535,2024-06-01,Payment Failed,9.96
1689,3652,2024-09-21,Refund Issue,55.87
1690,386,2024-04-11,Late Delivery,58.23
1691,1491,2024-01-23,Late Delivery,43.73
1692,498,2024-06-25,Refund Issue,38.84
1693,2081,2024-02-28,Payment Failed,27.25
1694,857,2024-08-21,App Crash,23.05
1695,2841,2024-03-04,App Crash,8.95
1696,2449,2024-10-27,App Crash,28.26
1697,1619,2024-08-25,App Crash,65.02
1698,852,2024-03-20,Refund Issue,34.67
1699,883,2025-01-15,Wrong Item,43.19
1700,4955,2024-06-18,App Crash,67.08
1701,2723,2024-02-02,Refund Issue,61.87
1702,297,2024-04-02,Payment Failed,26.98
1703,4437,2024-11-30,Late Delivery,37.49
1704,4172,2024-04-21,Late Delivery,37.6
1705,4709,2024-05-11,App Crash,3.97
1706,1796,2024-04-15,App Crash,45.22
1707,4574,2025-01-23,Refund Issue,14.91
1708,3007,2024-04-30,Payment Failed,23.19
1709,4399,2024-06-16,Late Delivery,7.4
1710,508,2024-04-28,Wrong Item,20.29
1711,2529,2024-08-09,App Crash,55.32
1712,1838,2024-08-25,Wrong Item,71.2
1713,1375,2024-07-10,Payment Failed,27.77
1714,1848,2024-12-11,Refund Issue,38.27
1715,1784,2024-08-17,App Crash,40.84
1716,1209,2024-12-14,Wrong Item,10.0
1717,4399,2024-09-04,Refund Issue,41.19
1718,223,2024-09-11,App Crash,57.47
1719,1204,2024-08-15,App Crash,64.13
1720,4838,2024-04-18,App Crash,20.75
1721,743,2024-05-08,App Crash,3.49
1722,2126,2025-01-04,Wrong Item,59.77
1723,2746,2024-03-07,Wrong Item,34.04
1724,4564,2024-07-17,App Crash,56.9
1725,3487,2025-01-28,Wrong Item,20.04
1726,2213,2024-06-20,Late Delivery,28.8
1727,3109,2024-09-29,Payment Failed,48.32
1728,4164,2024-09-03,Payment Failed,24.99
1729,2078,2024-06-14,Wrong Item,28.32
1730,2474,2024-01-25,App Crash,66.54
1731,3514,2024-04-15,App Crash,35.19
1732,920,2024-12-06,Payment Failed,2.41
1733,3799,2024-02-05,Late Delivery,13.43
1734,3993,2024-01-05,Refund Issue,49.21
1735,1335,2024-06-02,Wrong Item,57.98
1736,2913,2024-12-28,App Crash,8.54
1737,1,2024-11-27,Late Delivery,41.31
1738,4550,2024-10-29,Late Delivery,51.89
1739,3365,2024-08-12,Wrong Item,67.17
1740,801,2024-11-02,Refund Issue,35.72
1741,113,2024-02-17,Refund Issue,12.74
1742,2472,2024-05-11,Payment Failed,37.6
1743,896,2024-01-01,App Crash,41.58
1744,4914,2024-08-28,Payment Failed,3.99
1745,3706,2024-09-01,Payment Failed,10.45
1746,585,2024-02-08,App Crash,35.38
1747,4018,2024-11-18,Late Delivery,63.99
1748,1200,2024-12-17,Payment Failed,2.37
1749,4776,2024-11-17,Late Delivery,41.51
1750,3449,2024-04-03,App Crash,28.35
1751,3203,2024-09-18,Payment Failed,50.67
1752,4096,2024-01-16,App Crash,34.47
1753,2993,2024-07-30,Refund Issue,71.57
1754,1462,2024-02-13,Late Delivery,71.73
1755,1423,2024-12-04,Refund Issue,20.69
1756,4014,2024-10-22,Wrong Item,11.23
1757,1154,2024-11-01,Refund Issue,8.8
1758,637,2024-01-19,Wrong Item,44.54
1759,4596,2024-09-03,Wrong Item,18.29
1760,3439,2024-05-15,App Crash,27.32
1761,215,2024-07-20,Wrong Item,35.51
1762,1390,2024-07-20,Refund Issue,20.59
1763,2131,2024-12-28,Refund Issue,15.7
1764,3308,2024-07-30,App Crash,5.36
1765,1984,2024-11-05,Late Delivery,4.35
1766,4550,2025-01-25,App Crash,43.97
1767,3416,2024-09-11,Payment Failed,63.26
1768,4734,2024-12-08,Payment Failed,14.52
1769,4622,2024-05-19,Wrong Item,49.99
1770,2435,2024-08-30,Late Delivery,57.85
1771,1781,2024-03-18,Refund Issue,40.31
1772,3721,2025-01-18,Refund Issue,31.8
1773,1735,2024-02-16,Wrong Item,19.32
1774,4753,2024-08-23,App Crash,20.67
1775,3698,2024-03-02,Late Delivery,29.63
1776,4318,2025-01-19,Late Delivery,29.24
1777,1969,2024-03-28,Late Delivery,68.61
1778,3325,2024-05-28,Refund Issue,13.82
1779,2194,2025-01-28,App Crash,8.88
1780,619,2024-04-27,Late Delivery,52.73
1781,846,2024-07-07,App Crash,68.52
1782,1307,2024-07-18,App Crash,57.16
1783,3254,2024-08-04,Wrong Item,14.45
1784,3039,2024-09-13,Wrong Item,35.75
1785,3430,2024-12-02,App Crash,1.04
1786,1439,2024-05-05,Late Delivery,15.92
1787,4597,2025-01-11,Payment Failed,16.51
1788,3199,2024-01-26,Late Delivery,5.09
1789,4628,2024-04-21,Wrong Item,33.37
1790,1380,2024-03-19,Payment Failed,37.33
1791,4759,2024-06-27,Refund Issue,5.45
1792,3694,2025-01-22,Refund Issue,52.3
1793,4988,2024-04-10,Wrong Item,44.32
1794,2849,2024-07-17,App Crash,24.44
1795,3951,2024-10-20,Late Delivery,59.14
1796,1784,2024-07-09,App Crash,50.26
1797,2720,2025-01-01,Late Delivery,47.42
1798,3529,2024-03-14,Refund Issue,8.95
1799,2160,2024-07-04,Late Delivery,47.95
1800,2846,2024-06-15,Wrong Item,34.91
1801,3175,2024-09-29,Refund Issue,35.13
1802,229,2024-08-16,Refund Issue,52.76
1803,4320,2025-01-07,Payment Failed,44.27
1804,1137,2025-01-11,App Crash,33.98
1805,1918,2024-07-13,Payment Failed,53.57
1806,1032,2024-09-07,App Crash,43.09
1807,259,2024-04-15,Refund Issue,17.64
1808,440,2024-06-12,Wrong Item,19.78
1809,101,2025-01-08,Payment Failed,34.07
1810,3963,2024-01-06,Late Delivery,9.39
1811,4928,2024-08-30,App Crash,36.8
1812,3151,2024-10-13,Refund Issue,68.07
1813,3421,2025-01-23,Refund Issue,53.6
1814,4443,2024-02-17,Wrong Item,15.44
1815,4308,2025-01-17,Wrong Item,47.94
1816,421,2024-01-29,App Crash,5.57
1817,72,2024-12-04,Payment Failed,63.77
1818,2587,2024-09-12,App Crash,62.29
1819,1046,2024-03-31,App Crash,66.91
1820,2354,2024-09-24,Wrong Item,62.58
1821,2699,2024-12-18,Wrong Item,24.14
1822,1830,2024-04-24,Wrong Item,60.53
1823,948,2024-11-30,Payment Failed,7.06
1824,1309,2024-10-31,Refund Issue,29.42
1825,2048,2024-06-01,Wrong Item,22.41
1826,1406,2024-08-24,Refund Issue,13.87
1827,4927,2024-07-16,Late Delivery,48.56
1828,4654,2024-05-17,Wrong Item,22.83
1829,3069,2025-01-06,Refund Issue,27.03
1830,2397,2024-07-31,Refund Issue,8.85
1831,4757,2025-01-18,Refund Issue,58.37
1832,4719,2024-12-13,Late Delivery,18.22
1833,3224,2024-02-06,Refund Issue,62.28
1834,3082,2024-04-03,Late Delivery,48.51
1835,2265,2024-12-14,Refund Issue,40.48
