user_id,activity_date,app_opens,time_spent_minutes,pages_viewed,coupon_applied
4080,2024-10-31,7,26,19,Yes
2375,2024-12-26,4,10,16,Yes
4082,2024-11-22,7,32,1,Yes
2710,2024-04-02,8,14,15,No
4076,2024-09-24,8,52,14,No
292,2024-08-16,4,38,17,No
1217,2024-10-14,4,18,23,Yes
1931,2024-09-08,2,11,2,Yes
66,2024-06-27,9,24,19,Yes
1233,2024-11-23,5,51,12,Yes
2921,2024-08-25,8,57,22,Yes
3519,2024-01-26,4,33,12,Yes
1810,2024-11-16,9,16,10,Yes
1715,2024-04-29,1,36,9,Yes
4859,2024-11-24,4,36,13,Yes
4007,2024-01-09,7,56,13,No
51,2025-01-31,5,51,16,No
483,2024-03-13,3,52,17,Yes
1880,2024-10-28,7,15,11,No
2977,2024-04-10,6,6,19,No
222,2024-01-10,9,36,3,No
2948,2024-03-04,9,21,23,Yes
1114,2024-02-22,7,39,15,No
3722,2025-01-09,9,16,23,No
3263,2024-03-17,8,44,13,Yes
4790,2024-06-23,5,26,21,No
1893,2024-11-20,1,28,21,No
1803,2024-01-07,9,51,4,Yes
167,2024-02-02,7,43,2,Yes
328,2024-11-25,8,26,12,No
4756,2024-09-16,5,10,19,No
3131,2024-07-19,6,28,3,No
2711,2024-11-16,8,33,10,Yes
2289,2024-01-19,8,58,4,No
4164,2024-09-09,6,49,15,Yes
2313,2024-05-20,4,25,18,No
4947,2024-03-28,5,11,12,No
1085,2024-10-19,3,36,7,No
3409,2025-01-21,6,31,12,Yes
4071,2024-01-12,2,23,15,No
90,2024-07-24,2,58,12,No
2806,2024-12-04,9,28,18,No
1218,2024-11-25,5,34,18,Yes
730,2024-11-03,5,58,16,No
1014,2024-06-25,5,58,21,No
4558,2024-03-17,6,37,1,Yes
423,2024-04-02,7,1,3,No
4889,2024-03-23,3,26,21,No
1849,2024-04-26,4,14,8,No
2815,2024-04-06,5,30,13,Yes
4739,2024-07-27,2,57,10,No
3883,2024-11-05,5,45,15,Yes
4968,2024-04-17,8,22,8,No
4563,2024-03-01,5,58,22,Yes
3293,2024-11-20,1,53,13,Yes
445,2024-10-14,8,35,11,No
1438,2024-01-09,9,42,13,No
2574,2024-07-15,8,18,3,Yes
2121,2024-03-27,3,41,9,Yes
574,2024-01-22,5,30,11,Yes
1445,2024-01-07,4,43,2,No
3710,2024-09-12,7,52,24,Yes
4147,2024-11-23,2,1,19,No
4129,2024-04-10,5,28,11,Yes
1515,2024-01-11,2,26,5,Yes
3684,2024-03-10,7,57,24,Yes
4597,2024-05-13,2,57,15,Yes
4384,2024-03-29,2,23,20,No
4592,2024-07-16,3,4,24,No
1824,2024-11-29,4,55,15,No
431,2024-12-29,6,12,8,No
3594,2024-08-04,8,8,24,No
1448,2024-03-12,2,46,5,Yes
3939,2024-05-12,6,4,19,Yes
2150,2024-12-25,9,20,7,No
207,2024-10-20,3,23,18,No
3752,2024-08-19,9,18,10,No
4282,2024-07-05,4,21,2,No
4497,2024-05-02,7,17,18,No
508,2024-08-28,3,30,22,Yes
2487,2025-01-11,9,17,18,No
241,2024-11-21,7,19,12,No
745,2024-05-27,3,8,17,Yes
2542,2024-01-13,8,35,19,Yes
2374,2024-12-23,1,21,1,Yes
649,2024-06-16,1,12,24,Yes
3801,2024-09-10,4,27,12,Yes
99,2024-12-19,4,16,2,No
271,2024-02-17,3,1,12,Yes
3181,2024-11-24,4,20,14,Yes
3860,2025-01-25,1,6,9,Yes
2937,2024-05-21,6,28,16,No
2654,2024-06-05,4,48,19,Yes
476,2024-07-19,5,2,19,No
858,2024-12-05,8,27,16,Yes
1256,2024-11-01,1,52,20,No
3149,2024-07-07,8,41,14,Yes
3372,2024-07-27,3,13,15,No
1508,2024-12-13,3,57,16,No
1674,2024-09-10,4,38,10,No
1218,2024-05-10,2,10,15,No
3309,2024-01-26,8,31,4,No
2642,2025-01-03,9,19,10,No
2107,2024-07-13,8,41,9,No
3346,2024-10-04,1,40,4,Yes
1311,2024-09-09,5,32,5,Yes
3465,2024-04-16,9,32,3,No
1691,2024-07-04,4,9,5,Yes
3223,2024-11-26,7,7,6,Yes
2486,2024-06-04,9,23,13,No
1047,2024-05-09,7,47,20,No
657,2024-07-09,8,48,7,Yes
1075,2024-04-22,2,49,14,Yes
86,2024-05-10,9,34,9,No
2733,2024-06-18,2,41,10,No
221,2025-01-05,9,43,13,No
2805,2024-02-03,1,46,15,No
3634,2024-05-23,8,2,9,No
4663,2024-07-13,1,7,13,No
2215,2024-12-01,7,16,2,Yes
4561,2024-08-07,7,32,3,Yes
4671,2024-10-08,9,43,6,No
2091,2024-10-01,6,35,14,No
2005,2024-12-05,3,54,24,No
2912,2024-08-02,9,33,8,Yes
4405,2024-06-30,2,52,17,No
3032,2024-09-20,4,29,1,Yes
3634,2024-04-11,8,38,16,No
2782,2024-12-07,3,45,2,No
4168,2025-01-17,1,25,7,Yes
4283,2024-05-17,3,6,14,Yes
1850,2024-09-16,3,19,7,No
3782,2024-04-11,2,17,9,Yes
1920,2024-05-31,4,55,5,Yes
436,2024-10-14,6,50,24,Yes
3833,2025-01-14,7,11,16,No
1682,2024-04-27,3,26,16,No
393,2024-12-04,6,54,18,Yes
1388,2024-06-29,1,41,24,Yes
923,2024-12-01,5,59,10,No
1175,2024-10-07,7,15,6,No
4026,2024-08-07,8,28,22,Yes
80,2024-11-18,6,7,21,No
2301,2024-03-22,4,6,5,Yes
247,2024-08-01,6,36,5,Yes
223,2024-09-10,8,37,15,No
2620,2024-04-20,4,4,11,Yes
2363,2024-08-10,4,4,9,No
3733,2024-07-19,9,35,22,No
3672,2024-06-02,6,56,21,Yes
1675,2024-09-22,8,18,10,Yes
1690,2024-06-09,6,7,10,No
438,2024-05-03,5,21,13,No
1475,2024-03-19,5,9,4,Yes
2640,2024-01-16,9,5,22,Yes
3558,2024-12-05,4,48,7,No
237,2024-08-23,5,21,10,No
1197,2024-08-30,1,19,7,Yes
450,2024-07-05,1,15,21,Yes
601,2024-09-25,3,39,19,No
3848,2024-08-29,2,11,18,No
1319,2024-01-03,9,15,6,Yes
1065,2024-09-17,4,54,13,No
3855,2024-11-07,2,54,23,No
2581,2024-05-28,7,17,21,No
3112,2024-05-04,3,10,12,No
1118,2024-03-22,2,32,22,No
2479,2025-01-30,7,50,11,No
4180,2024-11-29,9,30,8,Yes
2384,2024-07-28,7,40,23,No
3188,2025-01-29,8,42,13,No
3968,2024-11-08,8,33,17,No
1292,2024-10-14,9,6,3,No
1202,2024-04-21,4,25,11,No
4899,2024-12-02,3,7,10,Yes
4851,2024-11-28,3,20,7,No
3818,2024-05-08,7,32,2,Yes
12,2024-06-02,4,23,13,No
2224,2024-05-04,1,22,13,No
1949,2025-01-08,1,26,11,Yes
1886,2024-08-08,7,39,4,Yes
4965,2024-11-01,6,59,14,Yes
4675,2024-12-19,2,15,4,No
4903,2024-06-21,3,57,6,No
1184,2024-10-01,2,59,22,No
2875,2024-01-17,8,35,22,Yes
2092,2024-07-01,6,57,4,No
1818,2024-01-13,2,32,14,Yes
3758,2025-01-25,7,8,18,Yes
2364,2025-01-05,1,46,7,Yes
4835,2024-06-05,8,50,8,Yes
3340,2024-06-12,3,10,22,No
2080,2024-01-31,3,19,17,No
3063,2024-07-03,8,40,9,No
2838,2025-01-04,4,42,1,No
1453,2024-01-17,2,25,24,Yes
4821,2024-11-01,7,56,14,Yes
4188,2024-03-30,8,18,13,No
2765,2024-09-29,3,49,14,Yes
3634,2024-05-17,7,1,14,Yes
4080,2024-07-24,4,59,24,No
3393,2024-08-25,1,23,6,No
2839,2024-03-25,3,22,6,No
760,2025-01-10,3,32,20,No
2967,2024-01-05,4,51,19,No
3732,2024-01-27,8,36,9,No
928,2024-08-22,6,57,18,Yes
4093,2024-04-10,8,37,14,No
1852,2024-05-23,9,22,1,No
4218,2024-03-29,1,22,24,No
4630,2025-01-23,6,14,13,No
2147,2024-11-04,8,16,21,Yes
4895,2025-01-23,1,56,7,No
348,2024-04-10,9,16,11,No
842,2024-10-17,1,15,14,No
1956,2024-01-24,7,19,15,Yes
436,2024-12-22,4,11,15,No
3051,2024-08-27,4,33,4,No
3849,2024-08-16,6,1,21,Yes
488,2024-04-26,2,26,23,No
3975,2025-01-13,2,43,10,No
1289,2024-09-07,1,53,18,No
1025,2024-03-13,6,58,1,No
2642,2024-10-29,3,16,18,No
1399,2024-06-10,3,41,11,Yes
1404,2024-05-18,3,45,16,Yes
3632,2024-11-21,3,52,11,Yes
3238,2024-06-25,5,16,14,No
3746,2024-12-07,1,41,20,No
3498,2024-11-17,3,17,3,No
4299,2024-12-17,7,23,20,Yes
649,2024-01-03,8,34,4,No
1520,2024-05-03,2,2,11,No
506,2024-10-14,9,35,11,Yes
2252,2024-01-15,2,3,16,No
3353,2024-02-02,2,30,6,No
2089,2024-08-03,5,49,12,Yes
295,2024-03-11,7,28,7,No
1316,2024-06-20,5,18,22,No
4475,2024-10-13,6,14,2,No
3427,2024-06-28,6,1,9,Yes
283,2024-02-26,7,53,4,Yes
3534,2024-06-30,5,53,1,No
4667,2024-01-20,1,4,10,No
1077,2024-12-12,4,2,14,No
1817,2024-03-08,1,39,22,No
2807,2024-12-18,3,52,14,No
2332,2024-12-22,8,19,17,No
4472,2024-11-21,1,25,17,No
2029,2024-01-03,8,55,17,Yes
3160,2024-06-02,2,23,21,Yes
2440,2024-06-24,6,6,11,No
4255,2024-01-12,6,38,18,Yes
947,2024-12-02,2,13,14,Yes
2844,2024-04-04,8,30,22,No
2849,2024-10-14,8,33,12,No
838,2024-02-18,9,44,20,No
3330,2024-06-08,6,19,19,Yes
121,2024-04-17,6,4,19,No
908,2024-06-24,3,39,3,Yes
3816,2024-04-26,4,11,22,No
2977,2024-02-03,2,20,1,No
2985,2024-03-12,2,12,2,No
2373,2024-08-25,5,59,15,No
787,2024-11-01,5,37,22,Yes
1227,2024-05-15,7,46,10,No
2532,2025-01-30,9,26,7,Yes
2258,2024-12-16,9,54,13,Yes
3609,2024-12-17,6,48,12,No
1418,2024-12-10,5,2,20,No
2772,2024-12-16,5,37,10,Yes
1365,2024-04-29,7,3,18,No
4313,2024-04-24,4,12,2,No
4006,2025-01-19,4,49,3,Yes
372,2024-09-08,3,57,15,No
4434,2024-11-13,4,2,6,No
4078,2025-01-23,1,47,9,Yes
2049,2024-06-18,6,10,3,No
2875,2024-04-06,3,27,20,No
1657,2024-02-10,1,40,2,Yes
1864,2025-01-04,7,25,23,No
3192,2025-01-06,5,19,22,No
4923,2024-02-21,7,43,1,Yes
856,2024-02-27,4,24,21,Yes
3842,2024-03-13,2,54,21,No
1364,2024-05-02,5,58,21,Yes
1209,2024-12-02,6,28,19,Yes
4422,2024-06-29,3,45,6,No
304,2024-10-21,5,20,4,No
407,2024-01-15,4,48,14,No
2358,2024-05-20,4,43,19,No
4793,2024-03-26,3,24,6,Yes
2504,2024-07-24,7,10,21,No
3246,2024-07-02,6,41,16,No
1809,2024-04-04,5,59,10,No
3252,2024-08-23,4,1,1,No
549,2024-05-15,8,32,16,No
3280,2024-03-17,2,23,7,No
1540,2024-10-09,6,44,9,No
1306,2024-08-10,2,3,2,Yes
121,2024-12-11,7,9,14,No
288,2024-07-13,3,29,6,Yes
2847,2024-04-03,8,1,18,No
4232,2024-12-07,5,57,1,Yes
599,2024-06-25,3,4,20,No
810,2024-02-26,9,49,16,Yes
1074,2024-12-20,3,18,20,No
1843,2024-01-27,6,18,6,No
4477,2024-09-25,4,15,8,Yes
4445,2024-07-05,8,53,3,No
3866,2024-09-10,8,6,21,Yes
1004,2024-04-24,8,15,16,No
2807,2024-09-27,9,56,15,No
1904,2024-04-08,8,19,15,No
3415,2024-10-10,6,5,16,Yes
3550,2025-01-01,3,24,18,Yes
3800,2024-12-12,2,11,1,Yes
3569,2024-06-28,3,27,2,No
2966,2024-06-27,6,57,4,No
1947,2024-05-29,1,36,21,Yes
2858,2024-06-24,1,48,5,Yes
899,2024-02-11,8,50,2,No
3369,2024-05-12,8,46,6,Yes
4149,2024-11-19,2,33,12,No
2285,2025-01-22,7,21,15,No
2246,2024-08-08,9,34,16,No
3787,2024-01-21,8,48,9,No
4668,2024-11-05,8,11,17,No
1535,2024-11-16,5,39,3,No
1032,2024-02-11,2,26,9,No
2642,2024-10-26,5,36,23,Yes
3868,2024-04-28,4,56,2,No
3824,2024-06-14,9,48,23,No
3937,2024-02-18,1,43,14,No
2195,2024-02-10,8,29,3,No
1077,2024-09-01,2,20,7,Yes
2222,2024-12-06,2,24,22,Yes
960,2024-06-04,2,37,2,Yes
3136,2024-06-25,9,6,15,Yes
3320,2024-07-02,1,36,11,Yes
3240,2024-06-09,1,16,21,No
3510,2025-01-21,9,16,19,No
1821,2024-12-16,7,52,1,No
1637,2024-04-22,4,31,13,No
2769,2024-12-18,2,46,15,No
1924,2024-08-20,3,12,11,No
1574,2024-12-23,1,51,12,Yes
3378,2024-01-17,7,10,15,No
3189,2025-01-26,8,35,21,Yes
306,2024-08-01,3,12,23,No
4399,2024-03-10,6,38,10,No
2507,2024-08-30,1,3,9,Yes
3686,2024-04-05,2,12,8,Yes
425,2024-10-05,6,55,10,No
1479,2024-02-25,5,28,10,No
2565,2024-07-31,5,21,16,No
3228,2024-08-21,7,1,21,No
750,2024-04-12,7,17,16,Yes
4953,2024-05-06,1,19,5,Yes
2576,2024-08-14,4,4,14,Yes
1843,2024-05-08,2,38,18,No
34,2024-07-16,7,56,9,Yes
2637,2024-02-18,8,30,24,No
4858,2024-03-12,2,40,21,No
3962,2024-02-14,8,12,22,No
219,2024-12-07,2,43,19,Yes
4237,2024-06-11,1,32,10,No
2676,2024-08-31,4,15,12,No
3438,2024-07-10,2,56,6,Yes
4439,2024-08-04,6,42,8,No
2172,2025-01-03,2,50,17,Yes
3803,2025-01-04,2,2,10,No
175,2025-01-25,5,41,24,No
3502,2025-01-17,1,5,10,No
3540,2024-03-26,1,30,6,No
4571,2025-01-24,2,7,24,Yes
4674,2024-08-05,1,10,13,No
4044,2024-05-11,2,2,9,No
636,2024-02-21,9,44,18,No
372,2024-03-29,4,50,7,No
4560,2025-01-20,2,11,23,No
3437,2024-08-05,8,41,16,No
4731,2024-01-15,8,23,6,Yes
1498,2024-09-20,4,47,23,No
1920,2024-05-11,7,49,18,No
814,2024-09-26,9,50,8,No
2180,2024-03-01,9,59,4,No
1240,2024-09-18,8,15,24,No
2310,2024-12-01,6,51,22,No
558,2024-08-14,5,44,12,Yes
2836,2024-07-19,2,17,16,No
2598,2024-03-22,3,18,16,No
3084,2024-01-08,6,11,5,Yes
3195,2024-10-28,8,39,10,No
2423,2024-11-14,4,11,2,Yes
2934,2024-01-31,1,42,1,No
3507,2024-08-05,6,47,20,No
667,2024-10-19,3,38,1,Yes
2885,2024-04-29,4,32,4,No
4177,2024-02-12,2,25,14,Yes
3572,2024-11-04,6,8,6,Yes
4424,2024-08-08,5,39,8,Yes
4759,2024-05-03,9,30,2,No
2809,2024-01-11,4,57,23,No
76,2024-04-30,4,36,7,No
3787,2024-11-12,8,43,5,No
3395,2024-11-02,7,55,8,No
2290,2024-06-21,6,47,18,No
129,2024-02-07,4,14,19,No
1062,2024-08-11,2,49,11,No
1640,2025-01-16,2,49,23,Yes
3408,2024-09-09,9,35,3,Yes
3684,2024-01-31,4,26,1,Yes
2981,2024-06-08,5,19,13,Yes
2789,2024-06-20,5,3,21,No
1002,2024-01-17,6,32,9,No
3312,2024-12-30,5,6,22,No
3652,2024-06-17,1,39,12,No
1533,2025-01-04,8,21,4,Yes
3191,2024-11-11,8,46,6,Yes
3767,2024-10-29,4,45,24,Yes
2805,2024-10-03,7,35,24,Yes
4512,2024-03-14,7,13,22,No
4019,2024-03-05,9,55,5,No
3068,2024-12-12,2,36,14,No
4232,2024-12-26,7,26,20,Yes
76,2025-01-05,3,47,24,Yes
1186,2024-08-02,2,37,19,Yes
3474,2024-08-13,6,6,18,Yes
664,2024-04-26,7,14,17,No
3952,2024-12-12,9,3,4,Yes
1807,2024-02-21,8,43,23,No
1642,2024-03-29,8,49,15,No
2005,2025-01-24,5,13,23,No
710,2024-04-20,1,56,18,Yes
41,2024-05-23,5,46,22,No
3572,2024-04-27,3,49,21,No
3551,2024-09-28,8,15,16,Yes
2447,2024-10-11,3,21,8,Yes
4783,2024-09-28,8,46,13,Yes
3012,2024-01-20,7,10,5,No
3093,2024-06-06,7,51,20,Yes
1022,2024-09-14,2,58,17,Yes
4986,2024-06-25,7,36,10,Yes
4817,2024-02-16,6,1,6,Yes
2178,2024-12-02,8,34,12,No
1753,2024-05-29,2,34,6,No
580,2024-11-28,1,20,19,No
3935,2024-03-18,1,8,14,No
111,2024-01-30,1,1,2,No
3720,2024-03-15,1,4,20,No
2813,2024-07-08,2,28,7,Yes
2396,2024-11-07,5,13,18,No
1776,2024-05-04,4,48,18,No
901,2024-07-24,6,25,24,No
1812,2024-06-01,4,8,17,No
3417,2024-07-06,7,51,18,No
4170,2024-01-24,8,58,9,No
1134,2024-12-13,6,2,9,No
1883,2024-03-15,4,56,5,Yes
1359,2024-10-10,5,55,20,Yes
124,2024-03-30,1,20,14,No
3769,2025-01-04,1,50,19,No
1199,2024-05-01,6,21,4,Yes
344,2024-02-24,9,48,24,Yes
2182,2024-05-06,2,25,11,No
861,2024-05-10,1,36,16,No
4402,2024-03-08,4,15,11,No
4101,2024-08-29,8,48,8,Yes
1099,2024-07-04,3,18,15,No
285,2025-01-27,6,6,24,No
4598,2024-07-08,5,21,22,No
4774,2024-08-14,3,38,10,No
1052,2024-07-12,3,2,22,Yes
4332,2024-08-26,6,8,1,No
1000,2024-04-04,4,57,21,Yes
2022,2024-11-06,5,3,12,No
4994,2024-11-08,6,3,12,Yes
3367,2024-02-02,5,47,8,Yes
1876,2024-02-26,1,56,2,Yes
3688,2025-01-02,5,50,3,No
2487,2024-06-18,6,57,17,Yes
3976,2024-05-29,9,49,23,No
3483,2024-10-29,2,28,19,No
2942,2024-01-13,8,21,19,Yes
1252,2025-01-18,8,28,23,Yes
3979,2024-05-26,6,2,6,No
1941,2024-11-17,7,19,21,No
877,2024-05-12,6,38,24,No
3576,2024-04-09,5,35,14,No
332,2024-02-13,9,7,8,Yes
4013,2024-09-23,8,34,11,Yes
742,2024-12-28,2,4,9,No
1544,2024-04-13,9,51,3,Yes
2785,2024-11-27,9,13,1,Yes
884,2024-06-02,4,8,22,Yes
343,2024-05-07,4,34,16,Yes
4100,2024-08-11,8,50,2,Yes
4642,2024-11-10,1,32,17,No
4841,2024-07-09,8,3,17,No
3161,2024-04-25,4,36,10,No
975,2024-02-13,3,29,24,No
984,2024-01-20,9,5,15,No
3964,2024-12-17,1,48,24,Yes
1532,2024-11-30,9,36,11,No
3163,2024-03-21,9,10,8,Yes
4205,2024-12-06,1,26,2,No
4280,2024-10-26,3,18,3,No
2284,2024-09-04,8,40,13,Yes
1126,2024-09-04,1,45,24,Yes
666,2024-03-01,4,51,1,Yes
3131,2024-12-13,8,37,10,Yes
674,2024-11-24,9,9,3,Yes
2404,2024-02-24,7,10,9,No
2786,2024-06-13,6,15,7,Yes
2215,2024-01-09,6,8,6,No
1352,2024-07-27,8,11,20,Yes
1486,2024-03-16,1,14,23,No
4588,2024-12-15,5,14,10,No
2525,2024-10-26,1,15,6,Yes
3753,2024-02-28,1,46,17,No
993,2024-12-10,2,7,8,Yes
3287,2024-08-27,2,17,23,No
561,2024-11-05,6,58,5,No
3549,2024-03-05,1,7,23,Yes
1465,2024-07-18,6,58,14,No
402,2024-06-22,4,45,8,No
3293,2024-02-02,6,40,19,No
2706,2024-08-19,8,5,6,No
729,2024-04-19,9,8,23,Yes
220,2024-03-23,1,41,3,No
2202,2024-09-17,8,25,10,No
1749,2024-02-27,4,28,22,Yes
4102,2024-08-06,2,59,10,Yes
3670,2024-03-13,6,23,4,No
4380,2024-12-16,7,9,5,No
2087,2024-11-10,3,13,13,No
127,2024-02-12,6,16,21,No
1477,2025-01-15,2,58,10,No
4570,2024-01-28,3,5,10,Yes
2173,2025-01-09,1,35,18,No
3006,2024-09-14,5,23,3,Yes
1594,2024-09-07,8,26,15,Yes
4571,2024-04-27,2,25,3,No
3918,2024-11-12,6,43,7,No
3580,2024-03-20,6,34,7,No
3471,2024-03-21,2,33,19,Yes
4007,2024-02-20,6,34,16,Yes
33,2024-10-30,9,29,21,No
1766,2024-10-08,1,3,15,No
4137,2024-05-06,4,44,4,Yes
206,2024-07-22,7,16,7,Yes
3920,2024-10-17,4,29,7,Yes
2746,2024-02-08,7,24,8,Yes
2665,2024-06-13,8,37,12,No
4586,2024-08-14,1,1,20,No
1827,2024-04-21,1,10,6,No
1743,2024-12-13,6,5,7,No
3978,2024-08-23,6,17,15,Yes
3253,2024-08-10,4,30,23,No
1742,2024-09-04,8,31,23,No
1699,2024-02-28,5,42,5,No
628,2025-01-30,5,8,22,No
2242,2024-01-14,1,53,2,No
2273,2024-07-02,2,45,20,Yes
4509,2024-03-11,4,23,10,Yes
2220,2024-10-16,5,1,18,Yes
581,2024-09-20,7,26,11,No
2020,2024-12-15,6,44,10,Yes
2350,2024-08-19,6,14,5,No
538,2024-09-06,2,8,17,Yes
4345,2024-01-01,6,27,21,Yes
1003,2024-08-14,2,49,17,No
4372,2024-11-25,7,19,14,No
3423,2024-05-29,2,19,21,Yes
1971,2024-06-26,7,53,2,Yes
4193,2024-10-31,1,16,11,Yes
1089,2025-01-14,8,51,20,No
1026,2024-11-12,8,53,11,Yes
4803,2025-01-08,5,37,4,No
4190,2024-02-11,1,3,4,Yes
3457,2024-07-10,2,5,5,No
3563,2024-04-10,6,32,3,No
4913,2024-01-29,5,33,8,Yes
4743,2024-05-10,9,19,4,No
3795,2024-05-20,4,19,10,No
2615,2024-06-11,3,27,14,No
1876,2024-01-27,1,40,15,Yes
653,2024-01-06,8,19,11,No
4561,2024-03-31,7,8,12,No
3827,2024-01-04,5,4,9,No
1895,2024-03-08,7,21,18,Yes
874,2024-11-26,3,20,10,Yes
3794,2024-07-12,7,15,9,No
3378,2025-01-15,8,59,21,Yes
1784,2024-09-23,7,47,4,No
2778,2024-05-04,4,2,18,No
2280,2024-10-13,6,55,5,No
1233,2024-09-10,3,18,9,Yes
198,2024-10-11,6,44,5,Yes
142,2024-11-09,9,28,17,No
4829,2024-01-18,2,36,14,No
718,2024-04-19,9,27,18,No
3301,2025-01-16,6,33,3,Yes
2500,2024-06-07,5,52,23,No
3378,2024-11-22,4,50,21,Yes
4604,2024-06-26,5,48,10,No
40,2024-01-29,9,48,4,Yes
1581,2024-03-28,6,33,16,No
66,2024-10-31,2,31,18,No
3586,2024-06-10,5,2,4,Yes
2173,2024-09-14,4,33,18,Yes
795,2024-07-23,8,17,13,No
3227,2024-08-19,1,39,5,Yes
3757,2025-01-24,4,37,12,Yes
291,2024-07-22,2,14,22,Yes
4603,2024-01-25,2,10,20,No
4563,2024-05-01,7,39,3,Yes
3539,2024-11-28,7,1,7,No
874,2024-01-25,3,28,2,No
3083,2024-05-19,9,44,9,No
206,2024-01-05,7,19,22,Yes
503,2024-11-05,5,44,11,No
1962,2025-01-03,3,47,6,Yes
83,2024-04-15,9,42,17,No
1091,2024-05-19,4,5,1,No
4377,2024-07-27,6,56,22,Yes
3370,2024-12-16,4,1,7,No
2288,2024-12-19,6,54,7,No
4536,2024-08-23,8,1,20,Yes
4159,2024-12-13,7,25,14,Yes
553,2024-06-27,3,7,21,No
500,2024-06-01,6,16,20,Yes
3366,2024-11-16,4,16,14,Yes
4583,2024-02-05,8,30,19,No
1249,2024-10-01,9,11,22,Yes
947,2024-12-30,6,50,18,No
3703,2025-01-05,8,57,16,No
2595,2024-03-15,1,20,4,Yes
2255,2024-05-02,5,8,13,No
3061,2024-08-05,3,3,9,Yes
2178,2024-10-04,7,11,6,No
464,2024-09-15,4,30,11,Yes
1567,2024-02-19,1,22,13,Yes
998,2024-01-23,2,8,10,Yes
3231,2024-02-08,6,23,16,No
3145,2024-05-04,3,12,1,No
3508,2024-10-08,9,3,1,Yes
420,2024-12-06,8,7,10,No
2329,2024-03-08,6,48,1,No
3136,2024-08-16,4,12,24,Yes
1579,2024-03-29,3,43,18,Yes
2283,2024-02-06,2,57,18,Yes
1223,2024-01-25,4,22,11,Yes
2046,2025-01-19,4,40,11,No
561,2024-06-09,5,59,4,Yes
2146,2024-02-21,3,42,1,No
3536,2024-05-04,7,52,14,Yes
563,2024-05-05,4,14,3,Yes
3198,2024-05-23,5,7,13,No
2117,2024-07-11,1,59,17,Yes
2833,2024-01-31,3,20,12,Yes
2657,2024-02-21,3,37,13,Yes
4304,2024-10-06,2,45,15,Yes
2590,2024-06-07,6,14,9,No
4655,2024-03-22,2,18,2,Yes
4631,2024-03-17,5,35,24,Yes
2545,2024-01-02,4,14,17,Yes
3772,2024-02-20,5,15,14,No
3935,2024-04-30,2,59,1,No
3610,2024-10-01,3,3,18,Yes
1551,2024-12-02,6,16,15,Yes
3180,2024-10-07,5,56,17,No
4353,2024-03-27,6,26,1,No
2102,2024-07-04,6,45,20,No
504,2024-04-30,5,16,22,No
1846,2024-03-29,4,46,2,No
2550,2024-01-17,2,29,10,Yes
3300,2025-01-29,2,37,13,No
1892,2024-10-08,3,5,22,No
100,2025-01-13,8,35,6,No
4120,2024-04-10,6,42,4,Yes
1270,2024-12-16,4,56,23,Yes
4603,2025-01-09,8,26,6,No
2914,2024-02-09,5,17,23,Yes
421,2025-01-20,3,58,3,Yes
691,2024-12-10,3,51,4,No
4482,2024-07-17,8,10,1,Yes
4094,2024-09-24,2,56,20,Yes
1401,2024-03-03,9,9,11,Yes
4821,2025-01-05,2,34,14,No
3036,2024-11-22,4,37,20,No
3007,2024-07-29,6,10,21,No
2265,2024-04-23,1,52,9,No
1075,2024-07-31,2,40,11,Yes
217,2024-01-05,1,23,6,Yes
1864,2024-05-01,8,34,12,Yes
1663,2024-10-02,5,1,6,No
2012,2024-10-16,6,37,9,No
3332,2024-12-12,5,2,12,Yes
1549,2024-12-07,6,39,8,Yes
4082,2024-12-14,7,53,22,No
788,2024-02-14,9,38,13,No
1046,2024-11-28,5,33,9,No
2078,2024-12-25,7,47,15,No
2492,2024-09-02,1,59,11,No
1219,2024-05-05,8,50,7,No
1916,2025-01-12,3,51,13,Yes
1382,2024-07-13,8,41,11,No
1042,2024-11-03,3,21,10,No
2785,2024-01-07,7,22,18,Yes
2266,2024-08-26,2,17,14,Yes
1808,2025-01-18,7,49,9,No
5000,2024-09-18,1,13,5,Yes
4623,2024-10-30,6,9,23,No
3437,2024-12-27,8,41,10,No
3371,2024-06-05,2,7,20,Yes
1777,2024-11-27,9,24,20,Yes
3351,2024-09-05,4,50,1,No
3469,2024-08-07,2,33,18,No
1771,2024-09-03,6,53,19,No
1220,2024-04-04,9,7,23,Yes
3154,2024-01-24,3,23,2,No
3904,2024-01-22,2,23,22,Yes
2704,2024-01-12,8,32,7,No
44,2024-06-30,9,59,6,No
3488,2024-03-07,2,31,16,Yes
1597,2024-02-11,4,46,16,No
2052,2024-05-11,2,1,14,No
4334,2024-12-23,9,16,13,No
3033,2025-01-02,9,27,16,No
1010,2024-02-21,8,2,3,No
2951,2024-01-26,7,55,14,Yes
3557,2024-08-30,1,13,20,Yes
2078,2024-01-05,7,3,20,No
1855,2024-08-21,6,13,22,No
2418,2024-02-28,8,52,9,Yes
2909,2024-08-10,2,41,16,No
478,2024-05-03,3,20,12,No
372,2024-05-17,2,10,22,No
2634,2024-10-14,4,32,24,Yes
626,2024-07-05,4,57,17,No
3682,2024-01-15,5,52,2,No
1990,2024-11-30,4,44,4,No
2967,2024-12-09,5,26,14,Yes
4464,2024-09-29,4,33,17,Yes
4764,2024-11-06,6,34,18,No
4948,2024-06-13,1,35,7,No
